source,target,interaction,directed
Clear_Channel_Communications,WHRL_FM_,owns,TRUE
Clear_Channel_Communications,WQBJ_FM_,owns,TRUE
Clear_Channel_Communications,WQBK_FM_,owns,TRUE
Clear_Channel_Communications,WRVE_FM_,owns,TRUE
Clear_Channel_Communications,WTMM_AM_,owns,TRUE
Clear_Channel_Communications,WXCR_FM_,owns,TRUE
Clear_Channel_Communications,WHAM_AM_,owns,TRUE
Clear_Channel_Communications,WHTK_AM_,owns,TRUE
Clear_Channel_Communications,WKGS_FM_,owns,TRUE
Clear_Channel_Communications,WLCL_FM_,owns,TRUE
Clear_Channel_Communications,WMAX_FM_,owns,TRUE
Clear_Channel_Communications,WNVE_FM_,owns,TRUE
Clear_Channel_Communications,WVOR_FM_,owns,TRUE
Clear_Channel_Communications,WBBS_FM_,owns,TRUE
Clear_Channel_Communications,WHEN_AM_,owns,TRUE
Clear_Channel_Communications,WSRY_AM_,owns,TRUE
Clear_Channel_Communications,WHHT_FM_,owns,TRUE
Clear_Channel_Communications,WYYY_FM_,owns,TRUE
Clear_Channel_Communications,WADR_AM_,owns,TRUE
Clear_Channel_Communications,WOUR_FM_,owns,TRUE
Clear_Channel_Communications,WRFM_FM_,owns,TRUE
Clear_Channel_Communications,WRNY_AM_,owns,TRUE
Clear_Channel_Communications,WSKS_FM_,owns,TRUE
Clear_Channel_Communications,WUTQ_AM_,owns,TRUE
Clear_Channel_Communications,WSJS_AM_,owns,TRUE
Clear_Channel_Communications,WSML_AM_,owns,TRUE
Clear_Channel_Communications,WTQR_FM_,owns,TRUE
Clear_Channel_Communications,WXRA_FM_,owns,TRUE
Clear_Channel_Communications,WDUR_AM_,owns,TRUE
Clear_Channel_Communications,WFXC_FM_,owns,TRUE
Clear_Channel_Communications,WFXK_FM_,owns,TRUE
Clear_Channel_Communications,WNNL_FM_,owns,TRUE
Clear_Channel_Communications,WQOK_FM_,owns,TRUE
Clear_Channel_Communications,KFYR_AM_,owns,TRUE
Clear_Channel_Communications,KYYY_FM_,owns,TRUE
Clear_Channel_Communications,WBEX_AM_,owns,TRUE
Clear_Channel_Communications,WCHI_AM_,owns,TRUE
Clear_Channel_Communications,WFCB_FM_,owns,TRUE
Clear_Channel_Communications,WKKJ_FM_,owns,TRUE
Clear_Channel_Communications,WCKY_AM_,owns,TRUE
Clear_Channel_Communications,WEBN_FM_,owns,TRUE
Clear_Channel_Communications,WKFS_FM_,owns,TRUE
Clear_Channel_Communications,WKRC_AM_,owns,TRUE
Clear_Channel_Communications,WLW_AM_,owns,TRUE
Clear_Channel_Communications,WOFX_FM_,owns,TRUE
Clear_Channel_Communications,WSAI_AM_,owns,TRUE
Clear_Channel_Communications,WVMX_FM_,owns,TRUE
Clear_Channel_Communications,WGAR_FM_,owns,TRUE
Clear_Channel_Communications,WMJI_FM_,owns,TRUE
Clear_Channel_Communications,WMMS_FM_,owns,TRUE
Clear_Channel_Communications,WMVX_FM_,owns,TRUE
Clear_Channel_Communications,WTAM_AM_,owns,TRUE
Clear_Channel_Communications,WMJK_FM_,owns,TRUE
Clear_Channel_Communications,WCOL_FM_,owns,TRUE
Clear_Channel_Communications,WFII_AM_,owns,TRUE
Clear_Channel_Communications,WNCI_FM_,owns,TRUE
Clear_Channel_Communications,WTVN_AM_,owns,TRUE
Clear_Channel_Communications,WZAZ_FM_,owns,TRUE
Clear_Channel_Communications,WBTT_FM_,owns,TRUE
Clear_Channel_Communications,WLQT_FM_,owns,TRUE
Clear_Channel_Communications,WMMX_FM_,owns,TRUE
Clear_Channel_Communications,WONE_AM_,owns,TRUE
Clear_Channel_Communications,WTUE_FM_,owns,TRUE
Clear_Channel_Communications,WXEG_FM_,owns,TRUE
Clear_Channel_Communications,WDFM_FM_,owns,TRUE
Clear_Channel_Communications,WZOM_FM_,owns,TRUE
Clear_Channel_Communications,WONW_AM_,owns,TRUE
Clear_Channel_Communications,WCKY_FM_,owns,TRUE
Clear_Channel_Communications,WIMJ_FM_,owns,TRUE
Clear_Channel_Communications,WQTL_FM_,owns,TRUE
Clear_Channel_Communications,WBUK_FM_,owns,TRUE
Clear_Channel_Communications,WIMA_AM_,owns,TRUE
Clear_Channel_Communications,WIMT_FM_,owns,TRUE
Clear_Channel_Communications,WMLX_FM_,owns,TRUE
Clear_Channel_Communications,WZLE_FM_,owns,TRUE
Clear_Channel_Communications,WDIF_FM_,owns,TRUE
Clear_Channel_Communications,WMRN_AM_FM_,owns,TRUE
Clear_Channel_Communications,WNDH_FM_,owns,TRUE
Clear_Channel_Communications,WMJK_FM_,owns,TRUE
Clear_Channel_Communications,WLEC_AM_,owns,TRUE
Clear_Channel_Communications,WCPZ_FM_,owns,TRUE
Clear_Channel_Communications,WIZE_AM_,owns,TRUE
Clear_Channel_Communications,WCKY_FM_,owns,TRUE
Clear_Channel_Communications,WTTF_AM_,owns,TRUE
Clear_Channel_Communications,WCWA_AM_,owns,TRUE
Clear_Channel_Communications,WIOT_FM_,owns,TRUE
Clear_Channel_Communications,WRVF_FM_,owns,TRUE
Clear_Channel_Communications,WSPD_AM_,owns,TRUE
Clear_Channel_Communications,WVKS_FM_,owns,TRUE
Clear_Channel_Communications,WCHO_AM_,owns,TRUE
Clear_Channel_Communications,WCHO_FM_,owns,TRUE
Clear_Channel_Communications,W_BTJ_FM_,owns,TRUE
Clear_Channel_Communications,WKBN_AM_,owns,TRUE
Clear_Channel_Communications,WNCD_FM_,owns,TRUE
Clear_Channel_Communications,WNIO_AM_,owns,TRUE
Clear_Channel_Communications,KGYN_AM_,owns,TRUE
Clear_Channel_Communications,KBEC_AM_,owns,TRUE
Clear_Channel_Communications,KJYO_FM_,owns,TRUE
Clear_Channel_Communications,KQSR_FM_,owns,TRUE
Clear_Channel_Communications,KTOK_AM_,owns,TRUE
Clear_Channel_Communications,KTST_FM_,owns,TRUE
Clear_Channel_Communications,KXXY_FM_,owns,TRUE
Clear_Channel_Communications,WKY_AM_,owns,TRUE
Clear_Channel_Communications,KAKC_AM_,owns,TRUE
Clear_Channel_Communications,KMOD_FM_,owns,TRUE
Clear_Channel_Communications,KMRX_FM_,owns,TRUE
Clear_Channel_Communications,KOAS_FM_,owns,TRUE
Clear_Channel_Communications,KQLL_AM_,owns,TRUE
Clear_Channel_Communications,KIZS_FM_,owns,TRUE
Clear_Channel_Communications,KLOO_AM_,owns,TRUE
Clear_Channel_Communications,KRKT_AM_,owns,TRUE
Clear_Channel_Communications,KEJO_AM_,owns,TRUE
Clear_Channel_Communications,KFLY_FM_,owns,TRUE
Clear_Channel_Communications,KLOO_AM_FM_,owns,TRUE
Clear_Channel_Communications,KKJJ_FM_,owns,TRUE
Clear_Channel_Communications,KLDZ_FM_,owns,TRUE
Clear_Channel_Communications,KMED_AM_,owns,TRUE
Clear_Channel_Communications,KRWQ_FM_,owns,TRUE
Clear_Channel_Communications,KZZE_FM_,owns,TRUE
Clear_Channel_Communications,KEWS_AM_,owns,TRUE
Clear_Channel_Communications,KEX_AM_,owns,TRUE
Clear_Channel_Communications,KKCW_FM_,owns,TRUE
Clear_Channel_Communications,KKRZ_FM_,owns,TRUE
Clear_Channel_Communications,WEEX_FM_,owns,TRUE
Clear_Channel_Communications,WODE_FM_,owns,TRUE
Clear_Channel_Communications,WHP_AM_,owns,TRUE
Clear_Channel_Communications,WKBO_AM_,owns,TRUE
Clear_Channel_Communications,WRBT_FM_,owns,TRUE
Clear_Channel_Communications,WRVV_FM_,owns,TRUE
Clear_Channel_Communications,WWKL_AM_,owns,TRUE
Clear_Channel_Communications,WMTZ_FM_,owns,TRUE
Clear_Channel_Communications,WNTJ_AM_,owns,TRUE
Clear_Channel_Communications,WLAN_AM_FM_,owns,TRUE
Clear_Channel_Communications,WBZY_AM_,owns,TRUE
Clear_Channel_Communications,WKST_AM_,owns,TRUE
Clear_Channel_Communications,WKST_FM_,owns,TRUE
Clear_Channel_Communications,WRAW_AM_,owns,TRUE
Clear_Channel_Communications,WRFY_FM_,owns,TRUE
Clear_Channel_Communications,WREX_FM_,owns,TRUE
Clear_Channel_Communications,WKSB_FM_,owns,TRUE
Clear_Channel_Communications,WMYL_FM_,owns,TRUE
Clear_Channel_Communications,WRAK_AM_,owns,TRUE
Clear_Channel_Communications,WRKK_AM_,owns,TRUE
Clear_Channel_Communications,WWBB_FM_,owns,TRUE
Clear_Channel_Communications,WWRX_FM_,owns,TRUE
Clear_Channel_Communications,WALC_FM_,owns,TRUE
Clear_Channel_Communications,WEZL_FM_,owns,TRUE
Clear_Channel_Communications,WRFQ_FM_,owns,TRUE
Clear_Channel_Communications,WSCC_AM_,owns,TRUE
Clear_Channel_Communications,WXYL_FM_,owns,TRUE
Clear_Channel_Communications,WARQ_FM_,owns,TRUE
Clear_Channel_Communications,WMFX_FM_,owns,TRUE
Clear_Channel_Communications,WOIC_AM_,owns,TRUE
Clear_Channel_Communications,WWDM_FM_,owns,TRUE
Clear_Channel_Communications,WESC_AM_,owns,TRUE
Clear_Channel_Communications,WJMZ_FM_,owns,TRUE
Clear_Channel_Communications,WTPT_FM_,owns,TRUE
Clear_Channel_Communications,WGIC_FM_,owns,TRUE
Clear_Channel_Communications,WGSQ_FM_,owns,TRUE
Clear_Channel_Communications,WHUB_AM_,owns,TRUE
Clear_Channel_Communications,WPTN_AM_,owns,TRUE
Clear_Channel_Communications,KJMS_FM_,owns,TRUE
Clear_Channel_Communications,KWAM_AM_,owns,TRUE
Clear_Channel_Communications,WDIA_AM_,owns,TRUE
Clear_Channel_Communications,WEGR_FM_,owns,TRUE
Clear_Channel_Communications,WHRK_FM_,owns,TRUE
Clear_Channel_Communications,WOTO_FM_,owns,TRUE
Clear_Channel_Communications,WREC_AM_,owns,TRUE
Clear_Channel_Communications,WYLT_FM_,owns,TRUE
Clear_Channel_Communications,KEYI_FM_,owns,TRUE
Clear_Channel_Communications,KFON_AM_,owns,TRUE
Clear_Channel_Communications,KHFI_FM_,owns,TRUE
Clear_Channel_Communications,KPEZ_FM_,owns,TRUE
Clear_Channel_Communications,KDMX_FM_,owns,TRUE
Clear_Channel_Communications,KEGL_FM_,owns,TRUE
Clear_Channel_Communications,KHEY_AM_FM_,owns,TRUE
Clear_Channel_Communications,KPRR_FM_,owns,TRUE
Clear_Channel_Communications,KTSM_AM_FM_,owns,TRUE
Clear_Channel_Communications,XHEPR_FM_,owns,TRUE
Clear_Channel_Communications,JAMZ_,owns,TRUE
Clear_Channel_Communications,KBXX_FM_,owns,TRUE
Clear_Channel_Communications,KHMX_FM_,owns,TRUE
Clear_Channel_Communications,KJOJ_AM_FM_,owns,TRUE
Clear_Channel_Communications,KKTL_FM_,owns,TRUE
Clear_Channel_Communications,KMJQ_FM_,owns,TRUE
Clear_Channel_Communications,KPRC_AM_,owns,TRUE
Clear_Channel_Communications,KSEV_AM_,owns,TRUE
Clear_Channel_Communications,KTBZ_FM_,owns,TRUE
Clear_Channel_Communications,KTJM_FM_,owns,TRUE
Clear_Channel_Communications,KAJA_FM_,owns,TRUE
Clear_Channel_Communications,KQXT_FM_,owns,TRUE
Clear_Channel_Communications,KSJL_FM_,owns,TRUE
Clear_Channel_Communications,KTKR_AM_,owns,TRUE
Clear_Channel_Communications,KXXM_FM_,owns,TRUE
Clear_Channel_Communications,WOAI_AM_,owns,TRUE
Clear_Channel_Communications,KALL_AM_,owns,TRUE
Clear_Channel_Communications,KKAT_FM_,owns,TRUE
Clear_Channel_Communications,KNRS_AM_,owns,TRUE
Clear_Channel_Communications,KODJ_FM_,owns,TRUE
Clear_Channel_Communications,KURR_FM_,owns,TRUE
Clear_Channel_Communications,KWLW_AM_,owns,TRUE
Clear_Channel_Communications,KZHT_FM_,owns,TRUE
Clear_Channel_Communications,WCYK_FM_,owns,TRUE
Clear_Channel_Communications,WVAO_FM_,owns,TRUE
Clear_Channel_Communications,WUMX_FM_,owns,TRUE
Clear_Channel_Communications,WJCD_FM_,owns,TRUE
Clear_Channel_Communications,WOWI_FM_,owns,TRUE
Clear_Channel_Communications,WSVY_AM_FM_,owns,TRUE
Clear_Channel_Communications,WRNL_AM_,owns,TRUE
Clear_Channel_Communications,WRVA_AM_,owns,TRUE
Clear_Channel_Communications,WRVQ_FM_,owns,TRUE
Clear_Channel_Communications,WRXL_FM_,owns,TRUE
Clear_Channel_Communications,WTVR_AM_,owns,TRUE
Clear_Channel_Communications,WTVR_FM_,owns,TRUE
Clear_Channel_Communications,KELA_AM_,owns,TRUE
Clear_Channel_Communications,KMNT_FM_,owns,TRUE
Clear_Channel_Communications,KKLQ_FM_,owns,TRUE
Clear_Channel_Communications,WKKV_FM_,owns,TRUE
Clear_Channel_Communications,WMIL_FM_,owns,TRUE
Clear_Channel_Communications,WOKY_AM_,owns,TRUE
Clear_Channel_Communications,WRIT_FM_,owns,TRUE
Clear_Channel_Communications,KRVK_FM_,owns,TRUE
Clear_Channel_Communications,KTRS_FM_,owns,TRUE
Clear_Channel_Communications,KWYY_FM_,owns,TRUE
Clear_Channel_Communications,KMGW_FM_,owns,TRUE
Clear_Channel_Communications,KTWO_AM_,owns,TRUE
Clear_Channel_Communications,KKTL_AM_,owns,TRUE
Clear_Channel_Communications,KGAB_AM_,owns,TRUE
Clear_Channel_Communications,KIGN_FM_,owns,TRUE
Clear_Channel_Communications,KMUS_FM_,owns,TRUE
Clear_Channel_Communications,KOLZ_FM_,owns,TRUE
Clear_Channel_Communications,Hispanic_Broadcasting,owns,TRUE
Clear_Channel_Communications,Clear_Channel_International,owns,TRUE
Clear_Channel_Communications,WPMI_TV_,owns,TRUE
Clear_Channel_Communications,WJTC_TV_,owns,TRUE
Clear_Channel_Communications,KTTU_TV_,owns,TRUE
Clear_Channel_Communications,KLRT_TV_,owns,TRUE
Clear_Channel_Communications,KASN_TV_,owns,TRUE
Clear_Channel_Communications,WAWS_TV_,owns,TRUE
Clear_Channel_Communications,WTEV_TV_,owns,TRUE
Clear_Channel_Communications,KSAS_TV_,owns,TRUE
Clear_Channel_Communications,WFTC_,owns,TRUE
Clear_Channel_Communications,WXXA_TV_,owns,TRUE
Clear_Channel_Communications,WKRC_TV_,owns,TRUE
Clear_Channel_Communications,WKRC_DT_TV_,owns,TRUE
Clear_Channel_Communications,KOKI_TV_,owns,TRUE
Clear_Channel_Communications,KTFO_TV_,owns,TRUE
Clear_Channel_Communications,WHP_TV_,owns,TRUE
Clear_Channel_Communications,WLYH_TV_,owns,TRUE
Clear_Channel_Communications,WPRI_,owns,TRUE
Clear_Channel_Communications,WNAC_TV_,owns,TRUE
Clear_Channel_Communications,WPTY_TV_,owns,TRUE
Clear_Channel_Communications,WLMT_TV_,owns,TRUE
Clear_Channel_Communications,Adshel_Eller_Media,owns,TRUE
Clear_Channel_Communications,Katz_Media_Group,owns,TRUE
Clear_Channel_Communications,SFX_Entertainment,owns,TRUE
Comcast,Comcast,owns,TRUE
Comcast,Comcast_Digital_TV,owns,TRUE
Comcast,Garden_State_Cablevision,owns,TRUE
Comcast,E_Entertainment_Television,owns,TRUE
Comcast,Comcast_SportsNet,owns,TRUE
Comcast,Home_Team_Sports,owns,TRUE
Comcast,Midwest_Sports_Channel,owns,TRUE
Comcast,CN8,owns,TRUE
Comcast,The_Golf_Channel,owns,TRUE
Comcast,Sunshine_Network,owns,TRUE
Comcast,Viewer_s_Choice,owns,TRUE
Comcast_Spectacor,Philadelphia_76ers,owns,TRUE
Comcast_Spectacor,Philadelphia_Flyers,owns,TRUE
Comcast,Philadelphia_Phantoms,owns,TRUE
Comcast_Spectacor,FirstUnion_Center,owns,TRUE
Comcast,Comcast_Spectacor,owns,TRUE
Cox_Enterprises,Cox_Newspapers,owns,TRUE
Cox_Enterprises,Cox_Broadcasting,owns,TRUE
Cox_Enterprises,Cox_Radio,owns,TRUE
Cox_Enterprises,Manheim_Auctions,owns,TRUE
Cox_Communications,Cox_Cable,owns,TRUE
Cox_Communications,Cox_Digital_TV,owns,TRUE
Cox_Communications,TWC_Cable_Partners,owns,TRUE
Cox_Communications,Telewest_Communications_plc,owns,TRUE
Cox_Communications,National_Cable_Communications,owns,TRUE
Cox_Communications,Sprint_Spectrum,owns,TRUE
Cox_Communications,Cox_Communications_PCS,owns,TRUE
Cox_Communications,Phillie_Co,owns,TRUE
Cox_Communications,Teleport_Communications_Group,owns,TRUE
Cox_Communications,Cox_Digital_Telephone,owns,TRUE
Cox_Communications,Cox_Fibernet,owns,TRUE
Cox_Communications,Syntellect,owns,TRUE
Cox_Communications,Sunshine_Network,owns,TRUE
Cox_Communications,Product_Information_Network,owns,TRUE
Cox_Communications,GEMS_Television,owns,TRUE
Cox_Communications,Cox_Interactive_Media,owns,TRUE
Cox_Communications,Talk_City,owns,TRUE
Cox_Newspapers,The_Atlanta_Journal_Constitution,owns,TRUE
Cox_Newspapers,Austin_American_Statesman,owns,TRUE
Cox_Newspapers,The_Daily_Advance_,owns,TRUE
Cox_Newspapers,The_Daily_Reflector_,owns,TRUE
Cox_Newspapers,The_Daily_Sentinel_,owns,TRUE
Cox_Newspapers,The_Daily_Sentinel_,owns,TRUE
Cox_Newspapers,Dayton_Daily_News,owns,TRUE
Cox_Newspapers,Longview_News_Journal_,owns,TRUE
Cox_Newspapers,The_Lufkin_Daily_News_,owns,TRUE
Cox_Newspapers,The_Marshall_News_Messenger_,owns,TRUE
Cox_Newspapers,Palm_Beach_Daily_News,owns,TRUE
Cox_Newspapers,The_Palm_Beach_Post,owns,TRUE
Cox_Newspapers,Rocky_Mount_Telegram_,owns,TRUE
Cox_Newspapers,Springfield_News_Sun_,owns,TRUE
Cox_Newspapers,Waco_Tribune_Herald_,owns,TRUE
Cox_News_Service,Florida_Pennysaver_,owns,TRUE
Cox_News_Service,Tri_County_Shoppers_News_,owns,TRUE
Cox_News_Service,Penny_Pincher_,owns,TRUE
Cox_News_Service,The_Duplin_Times_Duplin_Today_,owns,TRUE
Cox_News_Service,The_Enterprise_,owns,TRUE
Cox_News_Service,The_Chowan_Herald_,owns,TRUE
Cox_News_Service,The_Beaufort_Hyde_News_,owns,TRUE
Cox_News_Service,The_Bertie_Ledger_Advance_,owns,TRUE
Cox_News_Service,The_Standard_Laconic_,owns,TRUE
Cox_News_Service,The_Farmville_Enterprise_,owns,TRUE
Cox_News_Service,The_Times_Ledger_,owns,TRUE
Cox_News_Service,Jefferson_Jimplecute_,owns,TRUE
Cox_News_Service,The_Weekly_Herald_,owns,TRUE
Cox_News_Service,Perquimans_Weekly_,owns,TRUE
Cox_Enterprises,Cox_News_Service,owns,TRUE
Cox_Broadcasting,WSB_TV_,owns,TRUE
Cox_Broadcasting,WAXN_TV_,owns,TRUE
Cox_Broadcasting,WSOC_TV_,owns,TRUE
Cox_Broadcasting,WHIO_TV_,owns,TRUE
Cox_Broadcasting,KFOX_TV_,owns,TRUE
Cox_Broadcasting,WFTV_,owns,TRUE
Cox_Broadcasting,WPXI_TV_,owns,TRUE
Cox_Broadcasting,KAME_TV_,owns,TRUE
Cox_Broadcasting,KRXI_TV_,owns,TRUE
Cox_Broadcasting,KTVU_TV_,owns,TRUE
Cox_Broadcasting,KIRO_TV_,owns,TRUE
Cox_Broadcasting,Rysher_Entertainment,owns,TRUE
Cox_Radio,KFI_AM_,owns,TRUE
Cox_Radio,KOST_FM_,owns,TRUE
Cox_Radio,KACE_FM_,owns,TRUE
Cox_Radio,KRTO_FM_,owns,TRUE
Cox_Radio,WSB_AM_FM_,owns,TRUE
Cox_Radio,WJZF_FM_,owns,TRUE
Cox_Radio,WCNN_AM_,owns,TRUE
Cox_Radio,WWRM_FM_,owns,TRUE
Cox_Radio,WCOF_FM_,owns,TRUE
Cox_Radio,WFNS_AM_,owns,TRUE
Cox_Radio,WSUN_AM_,owns,TRUE
Cox_Radio,WFLC_FM_,owns,TRUE
Cox_Radio,WHQT_FM_,owns,TRUE
Cox_Radio,WBDO_AM_,owns,TRUE
Cox_Radio,WWKA_FM_,owns,TRUE
Cox_Radio,WCFB_FM_,owns,TRUE
Cox_Radio,WTLN_FM_,owns,TRUE
Cox_Radio,WHOO_AM_,owns,TRUE
Cox_Radio,WHTQ_FM_,owns,TRUE
Cox_Radio,WMMO_FM_,owns,TRUE
Cox_Radio,KCYY_FM_,owns,TRUE
Cox_Radio,KKYX_AM_,owns,TRUE
Cox_Radio,KCJZ_FM_,owns,TRUE
Cox_Radio,KONO_AM_FM_,owns,TRUE
Cox_Radio,KISS_FM_,owns,TRUE
Cox_Radio,KSMG_FM_,owns,TRUE
Cox_Radio,KLUP_AM_,owns,TRUE
Cox_Radio,WRKA_FM_,owns,TRUE
Cox_Radio,WRVI_FM_,owns,TRUE
Cox_Radio,WLSY_FM_,owns,TRUE
Cox_Radio,WZZK_FM_,owns,TRUE
Cox_Radio,WEZN_AM_,owns,TRUE
Cox_Radio,WODL_FM_,owns,TRUE
Cox_Radio,WBHJ_FM_,owns,TRUE
Cox_Radio,WBHK_FM_,owns,TRUE
Cox_Radio,WAGG_AM_,owns,TRUE
Cox_Radio,WEDA_FM_,owns,TRUE
Cox_Radio,WHIO_AM_,owns,TRUE
Cox_Radio,WHKO_FM_,owns,TRUE
Cox_Radio,WCLR_FM_,owns,TRUE
Cox_Radio,WZLR_FMWPTW_AM_,owns,TRUE
Cox_Radio,KRMG_AM_,owns,TRUE
Cox_Radio,KWEN_FM_,owns,TRUE
Cox_Radio,KJSR_FM_,owns,TRUE
Cox_Radio,KRAV_FM_,owns,TRUE
Cox_Radio,KGTO_AM_,owns,TRUE
Cox_Radio,WSYR_AM_,owns,TRUE
Cox_Radio,WBBS_FM_,owns,TRUE
Cox_Radio,WHEN_AM_,owns,TRUE
Cox_Radio,WWHT_FM_,owns,TRUE
Cox_Radio,WYYY_FM_,owns,TRUE
Cox_Radio,WEZN_FM_,owns,TRUE
Disney,Walt_Disney_Company_Book_Publishing,owns,TRUE
Disney,Hyperion_Books,owns,TRUE
Disney,Miramax_Books,owns,TRUE
Disney,ABC_Publishing_Group,owns,TRUE
Disney,Disney_Publishing,owns,TRUE
Disney,Diversified_Publications_Group,owns,TRUE
Disney,Financial_Services_and_Medical_Group,owns,TRUE
Disney,Miller_Publishing,owns,TRUE
Disney,Automotive_Industries,owns,TRUE
Disney,Discover,owns,TRUE
Disney,Disney_Adventures,owns,TRUE
Disney,Disney_Magazine,owns,TRUE
Disney,ECN_News,owns,TRUE
Disney,Family_Fun,owns,TRUE
Disney,Family_PC,owns,TRUE
Disney,Institutional_Investor,owns,TRUE
Disney,JCK,owns,TRUE
Disney,Kentucky_Prairie_Farmer,owns,TRUE
Disney,Kodin,owns,TRUE
Disney,Los_Angeles,owns,TRUE
Disney,Multichannel_News,owns,TRUE
Disney,Talk,owns,TRUE
Disney,Top_Famille,owns,TRUE
Disney,Video_Business,owns,TRUE
Disney,Quality,owns,TRUE
Disney,County_Press_,owns,TRUE
Disney,Oakland_Press_and_Reminder_,owns,TRUE
Disney,Narragansett_Times,owns,TRUE
Disney,St_Louis_Daily_Record,owns,TRUE
Disney,Penny_Power,owns,TRUE
Disney,Sutton_Industries,owns,TRUE
Disney,ABC_Television_Network,owns,TRUE
Disney,WLS_TV_Chicago,owns,TRUE
Disney,WJRT_TV_Flint,owns,TRUE
Disney,KFSN_TV_Fresno,owns,TRUE
Disney,KTRK_TV_Houston,owns,TRUE
Disney,KABC_TV_Los_Angeles,owns,TRUE
Disney,WABC_TV_New_York_City,owns,TRUE
Disney,WPVI_TV_Philadelphia,owns,TRUE
Disney,WTVD_TV_Raleigh_Durham,owns,TRUE
Disney,KGO_TV_San_Francisco,owns,TRUE
Disney,WTVG_TV_Toledo,owns,TRUE
Disney,WKHX_Atlanta,owns,TRUE
Disney,WYAY_Atlanta,owns,TRUE
Disney,WDWD_Atlanta,owns,TRUE
Disney,WMVP_Chicago,owns,TRUE
Disney,WLS_Chicago,owns,TRUE
Disney,WXCD_Chicago,owns,TRUE
Disney,WBAP_Dallas,owns,TRUE
Disney,KSCS_Dallas,owns,TRUE
Disney,WDRQ_Detroit,owns,TRUE
Disney,WJR_Detroit,owns,TRUE
Disney,WPLT_Detroit,owns,TRUE
Disney,KABC_Los_Angeles,owns,TRUE
Disney,KLOS_Los_Angeles,owns,TRUE
Disney,KTZN_Los_Angeles,owns,TRUE
Disney,KQRS_Minneapolis_St_Paul,owns,TRUE
Disney,KXXR_Minneapolis_St_Paul,owns,TRUE
Disney,KDIZ_Minneapolis_St_Paul,owns,TRUE
Disney,KZNR_Minneapolis_St_Paul,owns,TRUE
Disney,KZNT_Minneapolis_St_Paul,owns,TRUE
Disney,KZNZ_Minneapolis_St_Paul,owns,TRUE
Disney,WABC_New_York_City,owns,TRUE
Disney,WPLJ_New_York_City,owns,TRUE
Disney,KGO_San_Francisco,owns,TRUE
Disney,KSFO_San_Francisco,owns,TRUE
Disney,WMAL_Washington_DC,owns,TRUE
Disney,WJZW_Washington_DC,owns,TRUE
Disney,WRQX_Washington_DC,owns,TRUE
Disney,ESPN_Radio,owns,TRUE
ESPN,ESPN_Now,owns,TRUE
ESPN,ESPN_Extreme,owns,TRUE
Disney,The_Disney_Channel,owns,TRUE
Disney,Toon_Disney,owns,TRUE
Disney,A_E_Television_,owns,TRUE
Disney,Lifetime_Television,owns,TRUE
Disney,Lifetime_Movie_Network,owns,TRUE
Disney,E_Entertainment_Television,owns,TRUE
Disney,The_Disney_Channel_UK,owns,TRUE
Disney,The_Disney_Channel_Taiwan,owns,TRUE
Disney,The_Disney_Channel_Australia,owns,TRUE
Disney,The_Disney_Channel_Malaysia,owns,TRUE
Disney,The_Disney_Channel_France,owns,TRUE
Disney,The_Disney_Channel_Middle_East,owns,TRUE
Disney,The_Disney_Channel_Italy,owns,TRUE
Disney,The_Disney_Channel_Spain,owns,TRUE
Disney,ESPN_INC_International_Ventures,owns,TRUE
Disney,Eurosport,owns,TRUE
Disney,Sportsvision_of_Australia,owns,TRUE
Disney,ESPN_Brazil,owns,TRUE
Disney,ESPN_STAR,owns,TRUE
Disney,Net_STAR,owns,TRUE
Disney,Buena_Vista_Television,owns,TRUE
Disney,Touchstone_Television,owns,TRUE
Disney,Walt_Disney_Television,owns,TRUE
Disney,Walt_Disney_Television_Animation,owns,TRUE
Walt_Disney_Television_Animation,Walt_Disney_Television_Animation_Japan,owns,TRUE
Walt_Disney_Television_Animation,Walt_Disney_Television_Animation_Australia,owns,TRUE
Walt_Disney_Television_Animation,Walt_Disney_Television_Animation_Canada,owns,TRUE
Disney,Walt_Disney_Pictures,owns,TRUE
Disney,Touchstone_Pictures,owns,TRUE
Disney,Caravan_Pictures,owns,TRUE
Disney,Miramax_Films,owns,TRUE
Disney,Buena_Vista_Home_Video,owns,TRUE
Disney,Buena_Vista_Home_Entertainment,owns,TRUE
Disney,Buena_Vista_International,owns,TRUE
Disney,The_Disney_Store,owns,TRUE
Disney,Buena_Vista_Internet_Group,owns,TRUE
Buena_Vista_Internet_Group,ABC_Internet_Group,owns,TRUE
Buena_Vista_Internet_Group,ABC_com,owns,TRUE
Buena_Vista_Internet_Group,ABCNEWS_com,owns,TRUE
Buena_Vista_Internet_Group,Oscar_com,owns,TRUE
Buena_Vista_Internet_Group,Mr_Showbiz,owns,TRUE
Buena_Vista_Internet_Group,Disney_Online,owns,TRUE
Buena_Vista_Internet_Group,Disney_s_Daily_Blast,owns,TRUE
Buena_Vista_Internet_Group,Disney_Com,owns,TRUE
Buena_Vista_Internet_Group,Family_Com,owns,TRUE
Buena_Vista_Internet_Group,ESPN_Internet_Group,owns,TRUE
Buena_Vista_Internet_Group,ESPN_sportzone_com,owns,TRUE
Buena_Vista_Internet_Group,Soccernet_com,owns,TRUE
Buena_Vista_Internet_Group,NFL_com,owns,TRUE
Buena_Vista_Internet_Group,NBA_com,owns,TRUE
